1638810138.358137,1638810138.457103
1638811938.351468,1638811938.420825
1638815538.364079
1638820938.378993,1638820938.441310
1638822738.428231,1638822738.532364
1638831738.431995,1638831738.545697
1638835338.436238,1638835338.508032
1638838938.470553,1638838938.575801
1638844338.458647,1638844338.518917
1638849034.819798,1638849034.858399
1638849037.140400,1638849037.178140
1638849039.486917,1638849039.524127
1638856696.438391,1638856696.480016
1638862096.472893,1638862096.585138
1638872896.501472,1638872896.581964
1638885496.574038,1638885496.617017
1638889096.547890,1638889096.644122
1638890896.562255,1638890896.639740
1638892696.604821,1638892696.644120
1638898096.577977,1638898096.663879
1638910696.639681,1638910696.681618
1638916096.694302,1638916096.793521
1638932296.745024,1638932296.787053
1638934096.740895,1638934096.830331
1638935896.746616,1638935896.785391
1638939496.764502,1638939496.805968
1638943096.767973,1638943096.810473
1638946696.790409,1638946696.829444
1638947022.160466,1638947022.201214
1638947024.497657,1638947024.539054
1638947026.833134,1638947026.874760
1638948631.146214,1638948631.240235
1638950431.145630,1638950431.223945
1638959431.233288,1638959431.345214
1638968431.235758,1638968431.339367
1638979231.267755,1638979231.359259
1638981031.275505,1638981031.347851
1638990031.358541
1638990032.488516
1638991831.288968,1638991831.394249
1639004431.380515,1639004431.447616
1639006231.342958,1639006231.460327
1639008031.448750,1639008031.555607
1639013431.484133,1639013431.587921
1639015231.416925,1639015231.531134
1639018831.405554,1639018831.490440
1639022125.421229,1639022125.460329
1639022127.755023,1639022127.795124
1639022130.097099,1639022130.136693
1639025021.991310,1639025022.087108
1639026821.982458,1639026822.078627
1639032222.025497,1639032222.120591
1639046622.056798,1639046622.167687
1639053822.128946,1639053822.231828
1639064622.080906,1639064622.181320
1639066422.071930,1639066422.140451
1639068222.225358,1639068222.328684
1639073622.191240,1639073622.264774
1639095222.236967,1639095222.349359
1639098822.246429
1639116822.388410,1639116822.498471
1639120422.335134,1639120422.437139
1639124022.377539,1639124022.497551
1639125822.375663,1639125822.488157
1639131222.327561
1639131223.436192
1639134822.396872,1639134822.508702
1639140222.381811,1639140222.460311
1639145622.392838
1639149222.364746,1639149222.542645
1639152822.431389,1639152822.536451
1639160022.462055,1639160022.579576
1639161822.460451,1639161822.568415
1639163622.435048,1639163622.545179
1639167222.426981,1639167222.515046
1639170822.468131,1639170822.579891
1639178022.525600,1639178022.629932
1639179822.489654,1639179822.617163
1639181622.487404,1639181622.590408
1639183422.474034,1639183422.606252
1639195237.041048,1639195237.082602
1639195239.329088,1639195239.382402
1639195241.668733,1639195241.712645
1639196635.260866,1639196635.316588
1639202035.297788,1639202035.378153
1639203835.303319,1639203835.361981
1639207435.322515,1639207435.418289
1639209235.312213,1639209235.391656
1639218235.373134,1639218235.421532
1639227235.430360,1639227235.548357
1639229035.421074,1639229035.525725
1639232635.452941,1639232635.513733
